,artist,song,lyrics
156,Bob Dylan,I Was Young When I Left Home,"[Chorus]
I was young when I left home
But I been out a-rambling around
And I never wrote a letter to my home
To my home, Lord, to my home
And I never wrote a letter to my home

[Verse 1]
It was just the other day
I was bringing home my pay
When I met an old friend I used to know

[Verse 2]
Said your mother’s dead and gone
Baby sister’s all gone wrong
And your daddy needs you home right away

[Verse 3]
Not a shirt on my back
Not a penny on my name
Well I can’t go home Thisaway
Thisaway, Lord, Lord, Lord
And I can’t go home Thisaway

[Verse 4]
If you miss the train I’m on
Count the days I’m gone
You will hear that whistle blow a hundred miles
A hundred miles, honey baby. Lord Lord Lord
And you’ll hear that whistle blow a hundred miles

[Verse 5]
I’m playing on a track
Ma would come and whoop me back
On them trestles down by old Jim McKay’s

[Verse 6]
When I pay the debt I owe
To the commissary store
I will pawn my watch and chain and go home
Go home, Lord Lord Lord
I will pawn my watch and chain and go home

[Verse 7]
Used to tell Ma sometimes
When I see them riding blinds
Going to make me a home out in the wind
In the wind, Lord in the wind
Make me a home out in the wind

[Verse 8]
I don’t like it in the wind
Want to go back home again
But I can’t go home Thisaway
Thisaway, Lord Lord Lord
And I can’t go home Thisaway

[Chorus]"
157,Bob Dylan,Obviously 5 Believers,"Early in the mornin'
Early in the mornin'
I’m callin' you to
I’m callin' you to
Please come home
Yes, I guess I could make it without you
If I just didn’t feel so all alone

Don’t let me down
Don’t let me down
I won’t let you down
I won’t let you down
No I won’t
You know I can if you can, honey
But, honey, please don’t

I got my black dog barkin’
Black dog barkin’
Yes it is now
Yes it is
Outside my yard
Yes, I could tell you what he means
If I just didn’t have to try so hard

Your mama’s workin'
Your mama’s moanin'
She’s cryin' ya' know
She’s tryin' ya' know
Ya' better go now
Well, I’d tell you what she wants if I
But I just don’t know how

Fifteen jugglers
Fifteen jugglers
Five believers
Five believers
All dressed like men
Tell your mama not to worry because
Yes, they're just my friends

Early in the mornin'
Early in the mornin'
I’m callin' you to
I’m callin' you to
Please come home
Yes, I could make it without you honey
If I just did not feel so all alone"
158,Bob Dylan,Dark Eyes,"[Verse 1]
Oh, the gentlemen are talking and the midnight moon is on the riverside
They’re drinking up and walking and it is time for me to slide
I live in another world where life and death are memorized
Where the earth is strung with lovers' pearls and all I see are dark eyes

[Verse 2]
A cock is crowing far away and another soldier’s deep in prayer
Some mother’s child has gone astray, she can’t find him anywhere
But I can hear another drum beating for the dead that rise
Whom nature’s beast fears as they come and all I see are dark eyes

[Verse 3]
They tell me to be discreet for all intended purposes
They tell me revenge is sweet and from where they stand, I’m sure it is
But I feel nothing for their game where beauty goes unrecognized
All I feel is heat and flame and all I see are dark eyes

[Verse 4]
Oh, the French girl, she’s in paradise and a drunken man is at the wheel
Hunger pays a heavy price to the falling gods of speed and steel
Oh, time is short and the days are sweet and passion rules the arrow that flies
A million faces at my feet but all I see are dark eyes"
159,Bob Dylan,Once Upon a Time,"Once upon a time
A girl with moonlight in her eyes
Put her hand in mine
And said she loved me so
But that was once upon a time
Very long ago

Once upon a hill
We sat beneath a willow tree
Counting all the stars and waiting for the dawn
But that was once upon a time
Now the tree is gone

How the breeze ruffled through her hair
How we always laughed as though tomorrow wasn't there
We were young and didn't have a care
Where did it go

Once upon a time
The world was sweeter than we knew
Everything was ours
How happy we were then
But somehow once upon a time
Never comes again

Once upon a time
Never comes again"
160,Bob Dylan,I Pity the Poor Immigrant,"[Verse 1]
I pity the poor immigrant
Who wishes he would’ve stayed home
Who uses all his power to do evil
But in the end is always left so alone
That man whom with his fingers cheats
And who lies with every breath
Who passionately hates his life
And likewise, fears his death

[Verse 2]
I pity the poor immigrant
Whose strength is spent in vain
Whose heaven is like Ironsides
Whose tears are like rain
Who eats but is not satisfied
Who hears but does not see
Who falls in love with wealth itself
And turns his back on me

[Verse 3]
I pity the poor immigrant
Who tramples through the mud
Who fills his mouth with laughing
And who builds his town with blood
Whose visions in the final end
Must shatter like the glass
I pity the poor immigrant
When his gladness comes to pass"
161,Bob Dylan,"Baby, Let Me Follow You Down","[Intro]
I first heard this from Ric von Schmidt
He lives in Cambridge
Ric's a blues guitar player
I met him one day in the
Green pastures of Harvard University

[Chorus]
Baby, let me follow you down
Baby, let me follow you down
Well, I'll do anything in this God-almighty world
If you just let me follow you down

[Verse 1]
Can I come home with you?
Baby, can I come home with you?
Yes, I'll do anything in this God-almighty world
If you just let me come home with you

[Chorus]
Baby, let me follow you down
Baby, let me follow you down
Well, I'll do anything in this God-almighty world
If you just let me follow you down

[Outro]
Yes, I'd do anything in this God-almighty world
If you just let me follow you down

[Additional Verses (1966 live version)]
I'll buy you a diamond ring
Yes, I'll buy you a wedding gown
Yes, I'll do anything in this god almighty world
If you just let me follow you down

I'll buy you rope and twine
Honey, just for you to climb
Yes, I'll do anything in this god almighty world
If you just once drive me out of my mind

Buy you a hoop and skirt
I'll buy you a velvet shirt
Yes, I'll do anything in this god almighty world
If you just don't make me hurt"
162,Bob Dylan,Man of Constant Sorrow,"[Verse 1]
I am a man of constant sorrow
I've seen trouble all my days
I'll say goodbye to Colorado
Where I was born and partly raised

[Verse 2]
Your mother says that I'm a stranger
A face you'll never see no more
But there's one promise darling
I'll see you on God's golden shore

[Verse 3]
Through this open world I'm a-bound to ramble
Through ice and snow, sleet and rain
I'm a-bound to ride that morning railroad
Perhaps I'll die on that train

[Verse 4]
I'm a-going back to Colorado
The place that I've started from
If I'd know-ed how bad you'd treat me
Honey, I never would have come"
163,Bob Dylan,Workingman’s Blues #2,"[Verse 1]
There's an evening' haze settlin' over the town
Starlight by the edge of the creek
The buyin' power of the proletariat's gone down
Money's gettin' shallow and weak
The place I love best is a sweet memory
It's a new path that we trod
They say low wages are a reality
If we want to compete abroad

[Verse 2]
My cruel weapons have been put on the shelf
Come sit down on my knee
You are dearer to me than myself
As you yourself can see
I'm listening' to the steel rails hum
Got both eyes tight shut
Just sitting here trying to keep the hunger from
Creeping it's way into my gut

[Chorus]
Meet me at the bottom, don't lag behind
Bring me my boots and shoes
You can hang back or fight your best on the front line
Sing a little bit of these workingman's blues

[Verse 3]
Now, I'm sailing' on back, ready for the long haul
Tossed by the winds and the seas
I'll drag them all down to hell and I'll stand them at the wall
I'll sell them to their enemies
I'm trying' to feed my soul with thought
Gonna sleep off the rest of the day
Sometimes no one wants what we got
Sometimes you can't give it away

[Verse 4]
Now the place is ringed with countless foes
Some of them may be deaf and dumb
No man, no woman knows
The hour that sorrow will come
In the dark I hear the night birds call
I can hear a lover's breath
I sleep in the kitchen with my feet in the hall
Sleep is like a temporary death

[Chorus]

[Verse 5]
Well, they burned my barn, they stole my horse
I can't save a dime
I got to be careful, I don't want to be forced
Into a life of continual crime
I can see for myself that the sun is sinking
How I wish you were here to see
Tell me now, am I wrong in thinking
That you have forgotten me?

[Verse 6]
Now they worry and they hurry and they fuss and they fret
They waste your nights and days
Them I will forget
But you I'll remember always
Old memories of you to me have clung
You've wounded me with words
Gonna have to straighten out your tongue
It's all true, everything you have heard

[Chorus]

[Verse 7]
In you, my friend, I find no blame
Wanna look in my eyes, please do
No one can ever claim
That I took up arms against you
All across the peaceful sacred fields
They will lay you low
They'll break your horns and slash you with steel
I say it so it must be so

[Verse 8]
Now I'm down on my luck and I'm black and blue
Gonna give you another chance
I'm all alone and I'm expecting you
To lead me off in a cheerful dance
Got a brand new suit and a brand new wife
I can live on rice and beans
Some people never worked a day in their life
Don't know what work even means

[Chorus]"
164,Bob Dylan,In the Pines,"Little girl, little Girl, don't lie to me
Tell me where did you sleep last night?
In the pines, In the pines
Where the sun never shine
I shivered the whole night through

Little girl, little girl, where will you go
I'm going where the cold wind blows
In the pines, In the pines
Where the sun never shine
I will shiver the whole night through

Little girl, Little Girl, don't lie to me
Tell me where did you sleep last night?
In the pines, In the pines
Where the sun never shine
I shivered the whole night through

My Husband was a Railroad man
Killed a mile and a half from here
His head, was found, In a drivers wheel
And his body hasn't never been found

Little girl, little girl, where will you go
I'm going where the cold wind blows
You called me weak, and you called me the most
You called rita, bring me back home"
165,Bob Dylan,Everything Is Broken,"[Intro]
Broken lines, broken strings
Broken threads, broken springs
Broken idols, broken heads
People sleeping in broken beds
Ain’t no use jiving
Ain’t no use joking
Everything is broken

[Verse 1]
Broken bottles, broken plates
Broken switches, broken gates
Broken dishes, broken parts
Streets are filled with broken hearts
Broken words never meant to be spoken
Everything is broken

Seem like every time you stop and turn around
Something else just hit the ground

[Verse 2]
Broken cutters, broken saws
Broken buckles, broken laws
Broken bodies, broken bones
Broken voices on broken phones
Take a deep breath, feel like you’re choking
Everything is broken

Every time you leave and go off someplace
Things fall to pieces in my face

[Outro]
Broken hands on broken ploughs
Broken treaties, broken vows
Broken pipes, broken tools
People bending broken rules
Hound dog howling, bullfrog croaking
Everything is broken"
166,Bob Dylan,Black Diamond Bay,"[Verse 1]
Up on the white veranda
She wears a necktie and a Panama hat
Her passport shows a face
From another time and place
She looks nothing like that
And all the remnants of her recent past
Are scattered in the wild wind
She walks across the marble floor
Where a voice from the gambling room is calling her to come on in
She smiles, walks the other way
As the last ship sails and the moon fades away
From Black Diamond Bay

[Verse 2]
As the morning light breaks open, the Greek comes down
And he asks for a rope and a pen that will write
“Pardon, monsieur,” the desk clerk says
Carefully removes his fez
“Am I hearing you right?”
And as the yellow fog is lifting
The Greek is quickly heading for the second floor
She passes him on the spiral staircase
Thinking he’s the Soviet Ambassador
She starts to speak, but he walks away
As the storm clouds rise and the palm branches sway
On Black Diamond Bay

[Verse 3]
A soldier sits beneath the fan
Doing business with a tiny man who sells him a ring
Lightning strikes, the lights blow out
The desk clerk wakes and begins to shout
“Can you see anything?”
Then the Greek appears on the second floor
In his bare feet with a rope around his neck
While a loser in the gambling room lights up a candle
Says, “Open up another deck”
But the dealer says, “Attendez-vous, s’il vous plait”
As the rain beats down and the cranes fly away
From Black Diamond Bay

[Verse 4]
The desk clerk heard the woman laugh
As he looked around the aftermath and the soldier got tough
He tried to grab the woman’s hand
Said, “Here’s a ring, it cost a grand”
She said, “That ain't enough”
Then she ran upstairs to pack her bags
While a horse-drawn taxi waited at the curb
She passed the door that the Greek had locked
Where a handwritten sign read, “Do Not Disturb”
She knocked upon it anyway
As the sun went down and the music did play
On Black Diamond Bay

[Verse 5]
“I’ve got to talk to someone quick!”
But the Greek said, “Go away,” and he kicked the chair to the floor
He hung there from the chandelier
She cried, “Help, there’s danger near
Please open up the door!”
Then the volcano erupted
And the lava flowed down from the mountain high above
The soldier and the tiny man were crouched in the corner
Thinking of forbidden love
But the desk clerk said, “It happens every day”
As the stars fell down and the fields burned away
On Black Diamond Bay

[Verse 6]
As the island slowly sank
The loser finally broke the bank in the gambling room
The dealer said, “It’s too late now
You can take your money, but I don’t know how
You’ll spend it in the tomb”
The tiny man bit the soldier’s ear
As the floor caved in and the boiler in the basement blew
While she’s out on the balcony, where a stranger tells her
“My darling, je vous aime beaucoup”
She sheds a tear and then begins to pray
As the fire burns on and the smoke drifts away
From Black Diamond Bay

[Verse 7]
I was sitting home alone one night in L.A
Watching old Cronkite on the seven o’clock news
It seems there was an earthquake that
Left nothing but a Panama hat
And a pair of old Greek shoes
Didn’t seem like much was happening
So I turned it off and went to grab another beer
Seems like every time you turn around
There’s another hard-luck story that you’re going to hear
And there’s really nothing anyone can say
And I never did plan to go anyway
To Black Diamond Bay"
167,Bob Dylan,Mozambique,"[Verse 1]
I like to spend some time in Mozambique
The sunny sky is aqua blue
And all the couples dancing cheek to cheek
It’s very nice to stay a week or two
And maybe fall in love, just me and you

[Instrument Break]

[Verse 2]
There’s lot of pretty girls in Mozambique
And plenty time for good romance
And everybody likes to stop and speak
To give the special one you seek a chance
Or maybe say hello with just a glance

[Instrument Break]

[Verse 3]
Lying next to her by the ocean
Reaching out and touching her hand
Whispering your secret emotion
Magic in a magical land

[Verse 4]
And when it’s time for leaving Mozambique
To say goodbye to sand and sea
You turn around to take a final peek
And you see why it’s so unique to be
Among the lovely people living free
Upon the beach of sunny Mozambique

[Instrument break]"
168,Bob Dylan,Dignity,"[Verse 1]
Fat man looking in a blade of steel
Thin man looking at his last meal
Hollow man looking in a cotton field
For dignity

[Verse 2]
Wise man looking in a blade of grass
Young man looking in the shadows that pass
Poor man looking through painted glass
For dignity

[Verse 3]
Somebody got murdered on New Year’s Eve
Somebody said dignity was the first to leave
I went into the city, went into the town
Went into the land of the midnight sun

[Verse 4]
Searching high, searching low
Searching everywhere I know
Asking the cops wherever I go
Have you seen dignity?

[Verse 5]
Blind man breaking out of a trance
Puts both his hands in the pockets of chance
Hoping to find one circumstance
Of dignity

[Verse 6]
I went to the wedding of Mary Lou
She said, “I don’t want nobody see me talking to you”
Said she could get killed if she told me what she knew
About dignity

[Verse 7]
I went down where the vultures feed
I would’ve gone deeper, but there wasn’t any need
Heard the tongues of angels and the tongues of men
Wasn’t any difference to me

[Verse 8]
Chilly wind sharp as a razor blade
House on fire, debts unpaid
Gonna stand at the window, going to ask the maid
Have you seen dignity?

[Verse 9]
Drinking man listens to the voice he hears
In a crowded room full of covered-up mirrors
Looking into the lost forgotten years
For dignity

[Verse 10]
Met Prince Phillip at the home of the blues
Said he’d give me information if his name wasn’t used
He wanted money up front, said he was abused
By dignity

[Verse 11]
Footprints running across the silver sand
Steps going down into tattoo land
I met the sons of darkness and the sons of light
In the border towns of despair

[Verse 12]
Got no place to fade, got no coat
I’m on the rolling river in a jerkin boat
Trying to read a note somebody wrote
About dignity

[Verse 13]
Sick man looking for the doctor’s cure
Looking at his hands for the lines that were
And into every masterpiece of literature
For dignity

[Verse 14]
Englishman stranded in the black-heart wind
Combing his hair back, his future looks thin
Bites the bullet and he looks within
For dignity

[Verse 15]
Someone showed me a picture and I just laughed
Dignity never been photographed
I went into the red, went into the black
Into the valley of dry bone dreams

[Verse 16]
So many roads, so much at stake
So many dead ends, I’m at the edge of the lake
Sometimes I wonder what it’s going to take
To find dignity"
169,Bob Dylan,"Honey, Just Allow Me One More Chance","[Verse 1]
Honey, just allow me one more chance
To get along with you
Honey, just allow me one more chance
I'll do anything for you
Well, I’m a-walking down the road
With my head in my hand
I’m looking for a woman
Needs a worried man
Just a-one kind favor I ask you
Loan me just a one more chance

[Verse 2]
Honey, just allow me one more chance
To ride your airplane
Honey, just allow me one more chance
To ride your passenger train
Well, I’ve been looking all over
For a girl like you
I can’t find no better
So you’ll have to do
There's just-a one kind favor I ask you
Loan me just-a one more chance

[Verse 3]
Honey, just allow me one more chance
To get along with you
Honey, just allow me one more chance
I'll do anything for you
Well, looking for a woman
That ain't got no man
Is just looking for a needle
That's lost in the sand
Just-a one kind favor I ask you
Loan me just-a one more chance"
170,Bob Dylan,Talkin’ John Birch Paranoid Blues,"[Verse 1]
Well, I was feeling sad and feeling’ blue
I didn’t know what in the world I wus gonna do
Them Communists they wus coming around
They wus in the air
They wus on the ground
They wouldn’t give me no peace

[Verse 2]
So I run down most hurriedly
And joined up with the John Birch Society
I got me a secret membership card
And started off a-walking down the road
Yee-hoo, I’m a real John Bircher now!
Look out you Commies!

[Verse 3]
Now we all agree with Hitler’s views
Although he killed six million Jews
It don’t matter too much that he was a Fascist
At least you can’t say he was a Communist!
That’s to say like if you got a cold you take a shot of malaria

[Verse 4]
Well, I woos looking everywhere for them gol-darned Reds
I got up in the morning and looked under my bed
Looked in the sink, behind the door
Looked in the glove compartment of my car
Couldn’t find them

[Verse 5]
I woos looking high and low for them Reds everywhere
I woos looking in the sink and underneath the chair
I looked way up my chimney hole
I even looked deep down inside my toilet bowl
They got away

[Verse 6]
Well, I woos sitting home alone and started to sweat
Figured they woos in my T.V. set
Peeked behind the picture frame
Got a shock from my feet, hitting right up in the brain
Them Reds caused it!
I know they did them hard-core ones

[Verse 7]
Well, I quit my job so I could work all alone
Then I changed my name to Sherlock Holmes
Followed some clues from my detective bag
And discovered they woos red stripes on the American flag!
That old Betsy Ross

[Verse 8]
Well, I investigated all the books in the library
Ninety percent of them gotta be burned away
I investigated all the people that I know
Ninety-eight percent of them gotta go
The other two percent are fellow Birchers just like me

[Verse 9]
Now Eisenhower, he’s a Russian spy
Lincoln, Jefferson and that Roosevelt guy
To my knowledge there’s just one man
That’s really a true American: George Lincoln Rockwell
I know for a fact he hates Commies because he picketed the movie Exodus

[Verse 10]
Well, I finally started thinking straight
When I run out of things to investigate
Couldn’t imagine doing anything else
So now I’m sitting home investigating myself!
Hope I don’t find out anything hmm, great God!"
171,Bob Dylan,Series of Dreams,"[Verse 1]
I was thinking of a series of dreams
Where nothing comes up to the top
Everything stays down where it’s wounded
And comes to a permanent stop
Wasn’t thinking of anything specific
Like in a dream, when someone wakes up and screams
Nothing too very scientific
Just thinking of a series of dreams

[Verse 2]
Thinking of a series of dreams
Where the time and the tempo fly
And there’s no exit in any direction
’Cept the one that you can’t see with your eyes
Wasn’t making any great connection
Wasn’t falling for any intricate scheme
Nothing that would pass inspection
Just thinking of a series of dreams

[Bridge]
Dreams where the umbrella is folded
Into the path you are hurled
And the cards are no good that you’re holding
Unless they’re from another world

[Verse 3]
In one, numbers were burning
In another, I witnessed a crime
In one, I was running, and in another
All I seemed to be doing was climb
Wasn’t looking for any special assistance
Not going to any great extremes
I’d already gone the distance
Just thinking of a series of dreams"
172,Bob Dylan,Talkin’ Bear Mountain Picnic Massacre Blues,"[Verse 1]
Well, I saw it advertised one day
That the Bear Mountain picnic was coming my way
""Come along and take a trip
We'll bring you up there on a ship
Bring the wife and family
Bring the whole kids""
Yippee

[Verse 2]
Well, I run right down and bought a ticket
To this thing called the Bear Mountain picnic
Little did I realize
I was in for a pleasant, funny surprise
Had nothing to do with picnic
Didn't come close to a mountain
And I hate bears

[Verse 3]
Took the wife and kids down to the pier
There was six thousand people there
Everybody had a ticket for the trip
""Oh well,"" I said ""it's a pretty big ship
Besides, anyhow, the more the merrier""

[Verse 4]
Well, we all got on, and what do you think?
That big old boat started to sink
More people kept a-piling on
That old ship was a-going down
Funny way to start a picnic

[Verse 5]
Well, I soon lost track of my kids and wife
So many people, I never saw in my life
That old ship was sinking down in the water
There was six thousand people trying to kill each other
Dogs a-barking, cats a-screaming
Women a-yelling, men a-flying, fists a-flying
Paper flying, cops a-coming, me a-running
Maybe we just better call off the picnic

[Verse 6]
I got shoved down, got pushed around
All I remember was a moanin' sound
Don't remember one thing more
All I remember is waking up on the shore
My arms and legs were broken
My feet were splintered
My head was cracked
I couldn't walk
I couldn't talk, smell, feel
Couldn't see
Didn't know where I was
I was bald
Quite lucky to be alive though

[Verse 7]
Well, feeling like I just climbed out of my casket
I grabbed back hold of my picnic basket
Took the wife and kids and started home
Wishing I'd never got up that mornin'

[Verse 8]
Now, I don't care just what you do
If you want a have a picnic, that's up to you
But don't tell me about it, I don't want to hear it
You see, I just lost all my picnic spirit
Stay in my kitchen, have my own picnic
Have a picnic in the bathroom

[Verse 9]
Well, it don't seem to me quite so funny
What some people are going to do for money
There's a brand new gimmick every day
Just to take somebody's money away
I think we ought to take some of these people
And put them on a boat, send them up to Bear Mountain
For a picnic"
173,Bob Dylan,I and I,"[Verse 1]
Been so long since a strange woman has slept in my bed
Look how sweet she sleeps, how free must be her dreams
In another lifetime she must have owned the world, or been faithfully wed
To some righteous king who wrote psalms beside moonlit streams

[Chorus]
I and I
In creation where one’s nature neither honors nor forgives
I and I
One says to the other, no man sees my face and lives

[Verse 2]
Think I’ll go out and go for a walk
Not much happening here, nothing ever does
Besides, if she wakes up now, she’ll just want me to talk
I got nothing to say, specially about whatever was

[Chorus]
I and I
In creation where one’s nature neither honors nor forgives
I and I
One says to the other, no man sees my face and lives

[Verse 3]
Took an untrodden path once, where the swift don’t win the race
It goes to the worthy, who can divide the word of truth
Took a stranger to teach me, to look into justice’s beautiful face
And to see an eye for an eye and a tooth for a tooth

[Chorus]
I and I
In creation where one’s nature neither honors nor forgives
I and I
One says to the other, no man sees my face and lives

[Verse 4]
Outside of two men on a train platform there’s nobody in sight
They’re waiting for spring to come, smoking down the track
The world could come to an end tonight, but that’s all right
She should still be there sleepin’ when I get back

[Chorus]
I and I
In creation where one’s nature neither honors nor forgives
I and I
One says to the other, no man sees my face and lives

[Verse 5]
Noontime, and I’m still pushing myself along the road, the darkest part
Into the narrow lanes, I can’t stumble or stay put
Someone else is speaking with my mouth, but I’m listening only to my heart
I’ve made shoes for everyone, even you, while I still go barefoot

[Chorus]
I and I
In creation where one’s nature neither honors nor forgives
I and I
One says to the other, no man sees my face and lives

[Outro]"
174,Bob Dylan,Can’t Help Falling in Love,"[Verse 1]
Wise men say, only fools rush in
But I can't help falling in love with you
Shall I stay, will it be a sin
If I can't help falling in love with you ?

[Verse 2]
Like a river flows surely to the sea
Darling, so it goes, some things were meant to be
Take my hand, take my whole life too
For I can't help falling in love with you"
175,Bob Dylan,Tonight I’ll Be Staying Here with You,"[Verse 1]
Throw my ticket out the window
Throw my suitcase out there, too
Throw my troubles out the door
I don’t need them anymore
'Cause tonight I’ll be staying here with you

[Verse 2]
I should have left this town this morning
But it was more than I could do
Oh, your love comes on so strong
And I’ve waited all day long
For tonight when I’ll be staying here with you

[Bridge]
Is it really any wonder
The love that a stranger might receive?
You cast your spell and I went under
I find it so difficult to leave

[Verse 3]
I can hear that whistle blowin'
I see that stationmaster, too
If there’s a poor boy on the street
Then let him have my seat
'Cause tonight I’ll be staying here with you

[Verse 1]
Throw my ticket out the window
Throw my suitcase out there, too
Throw my troubles out the door
I don’t need them anymore
'Cause tonight I’ll be staying here with you"
176,Bob Dylan,To Be Alone with You,"Is it rolling, Bob?

[Verse 1]
To be alone with you
Just you and me
Now won’t you tell me true
Ain’t that the way it oughta be?
To hold each other tight
The whole night through
Everything is always right
When I’m alone with you

[Verse 2]
To be alone with you
At the close of the day
With only you in view
While evening slips away
It only goes to show
That while life’s pleasures be few
The only one I know
Is when I’m alone with you

[Verse 3]
They say that nighttime is the right time
To be with the one you love
Too many thoughts get in the way in the day
But you’re always what I’m thinkin' of
I wish the night were here
Bringin' me all of your charms
When only you are near
To hold me in your arms

[Verse 4]
I’ll always thank the Lord
When my workin' day is through
I get my sweet reward
To be alone with you"
177,Bob Dylan,Tangled Up In Blue (The Bootleg Series alternate take),"[Verse 1]
Early one mornin' the sun was shinin'
He was lyin' in bed
Wondrin' if she'd changed at all
If her hair was still red
Her folks they said their lives together
Sure was gonna be rough
They never did like mama's homemade dress
Papa's bankbook wasn't big enough
And he was standin' on the side of the road
Rain fallin' on his shoes
Headin' out for the old East Coast
Lord knows he's paid some dues, gettin' through
Tangled up in blue

[Verse 2]
She was married when they first met
Soon to be divorced
He helped her out of a jam I guess
But he used a little too much force
And they drove that car as far as they could
Abandoned it out west
And split up on a dark sad night
Both agreeing it was best
And she turned around to look at him
As he was walkin' away
She said, ""This can't be the end
We'll meet on another day, on the avenue
Tangled up in blue.""

[Verse 3]
He had a job in the old north woods
Workin' as a cook for a spell
But he never did like it all that much
And one day the axe just fell
When he drifted down to L.A
Where he reckoned to try his luck
Workin' for a while in an airplane plant
Loadin' cargo onto a truck
But all the while he was alone
The past was close behind
He seen a lot of women
But she never escaped his mind and he just grew
Tangled up in blue

[Verse 4]
She was workin' in a topless place
I stopped in for a beer
I just kept lookin' at the side of her face
In the spotlight so clear
And later on as the crowd thinned out
I's about to do the same
She was standin' there, in back of my chair
Said, ""Tell me, what's your name?""
I muttered somethin' underneath my breath
She studied the lines of my face
I must admit I felt a little uneasy
When she bent down to tie the laces of my shoe
Tangled up in blue

[Verse 5]
She lit a burner on the stove
And offered me a pipe
""Thought you'd never say hello,"" she said
""You look like the silent type""
Then she opened up a book of poems
And handed it to me
Written by an Italian poet
From the thirteenth century
And every one of them words rang true
And flowed like burning coal
Pourin' off of every page
Like it was written in my soul from me to you
Tangled up in blue

[Verse 6]
He was always in a hurry
Too busy or too stoned
And everything that she ever planned
Just had to be postponed
He thought they were successful
She thought they were blessed
With objects and material things
But I never was impressed
And when it all came crashin' down
I became withdrawn
The only thing I knew how to do
Was keep on keepin' on like a bird that flew
Tangled up in blue

[Verse 7]
So now I'm goin' back again
I got to get to her somehow
All the people we used to know
They're an illusion to me now
Some are mathematicians
Some are doctors' wives
Don't know how it all got started
Don't know what they're doin' with their lives
But me, I'm still on the road
Headin' for another joint
We always did feel the same
We just saw it from a different point of view
Tangled up in blue"
178,Bob Dylan,Spanish Harlem Incident,"[Verse 1]
Gypsy gal, the hands of Harlem
Cannot hold you to its heat
Your temperature is too hot for taming
Your flaming feet are burning up the street
I'm homeless, come and take me
To the reach of your rattlin' drums
Let me know, babe, all about my fortune
Down along my restless palms

[Verse 2]
Gypsy gal, you got me swallowed
I have fallen far beneath
Your pearly eyes, so fast and slashing
And your flashing diamond teeth
The night is pitch black, come an’ make my
Pale face fit into place, ah, please!
Let me know, babe, I’m nearly drowning
If it’s you my lifelines trace

[Verse 3]
I been wondering all about me
Ever since I seen you there
On the cliffs of your wildcat charms I’m riding
I know I’m around you but I don’t know where
You have slayed me, you have made me
I got to laugh half ways off my heels
I got to know, babe, yeah will you surround me?
So I can know if I’m really real"
179,Bob Dylan,The Weight,"[Verse 1]
I pulled into Nazareth, was feeling about half past dead;
I just need some place where I can lay my head
""Hey, mister, can you tell me where a man might find a bed?""
He just grinned and shook my hand, and ""No!"", was all he said

[Chorus]
Take a load off Fanny, take a load for free;
Take a load off Fanny, And (and) (and) you can put the load right on me

[Verse 2]
I picked up my bag, I went looking for a place to hide;
When I saw Carmen and the Devil walking side by side
I said, ""Hey, Carmen, come on, let's go downtown.""
She said, ""I gotta go, but m'friend can stick around.""

[Chorus]

[Verse 3]
Go down, Miss Moses, there's nothing you can say
It's just ol' Luke, and Luke's waitin' on the Judgement Day
""Well, Luke, my friend, what about young Anna Lee?""
He said, ""Do me a favor, son, woncha stay and keep Anna Lee company?""

[Chorus]

[Verse 4]
Crazy Chester followed me, and he caught me in the fog
He said, ""I will fix your rack, if you'll take Jack, my dog.""
I said, ""Wait a minute, Chester, you know I'm a peaceful man.""
He said, ""That's okay, boy, won't you feed him when you can.""

[Chorus]

[Verse 5]
Catch a cannon ball now, t'take me down the line
My bag is sinking' low and I do believe it's time
To get back to Miss Fanny, you know she's the only one
Who sent me here with her regards for everyone

[Chorus]"
